rarity,id,name,image_url,appeal,skill,preawakened
SR,485,"""Enjoy☆ Summer Festival"" Ran Shibuki",https://vignette.wikia.nocookie.net/aikatsu/images/5/54/Photokatsu_0485.png/revision/latest?cb=20160730132113,Summer Wave,Sexy Score UP! (iii),
SR+,486,"""The Swaying Tulle Skirt"" Ran Shibuki+",https://vignette.wikia.nocookie.net/aikatsu/images/7/70/Photokatsu_0486.png/revision/latest?cb=20160730132146,Butterfly Flip,Sexy Score UP! (iii),
SR,487,"""Potepo-tan at the Summer Festival"" Otome Arisugawa",https://vignette.wikia.nocookie.net/aikatsu/images/6/6b/Photokatsu_0487.png/revision/latest?cb=20160808115154,Summer Sparkle,Pop Score UP! (iii),
SR+,488,"""You can't eat the dress!"" Otome Arisugawa+",https://vignette.wikia.nocookie.net/aikatsu/images/9/92/Photokatsu_0488.png/revision/latest?cb=20160801111751,Candy Rainbow,Pop Score UP! (iii),
R,489,"""Worries of a Vampire"" Yurika Tōdō",https://vignette.wikia.nocookie.net/aikatsu/images/a/a0/Photokatsu_0489.jpg/revision/latest?cb=20160811150211,Cool Flash,Cool Score UP! (ii),
R+,490,"""The Bat Kimono "" Yurika Tōdō+",https://vignette.wikia.nocookie.net/aikatsu/images/0/0a/Photokatsu_0490.jpg/revision/latest?cb=20160811150159,Cool Flash,Cool Score UP! (ii),
R,491,"""Please Leave it to me"" Sakura Kitaōji",https://vignette.wikia.nocookie.net/aikatsu/images/9/98/Photokatsu_0491.jpg/revision/latest?cb=20160730121005,Cute Flash,Cute Change (ii),
R+,492,"""The Plums flowing towards Sakura"" Sakura Kitaōji+",https://vignette.wikia.nocookie.net/aikatsu/images/9/9f/Photokatsu_0492.jpg/revision/latest?cb=20160730120928,Cute Flash,Cute Change (ii),
SR,493,"""Her Walking Poise is that of a Lily"" Mizuki Kanzaki",https://vignette.wikia.nocookie.net/aikatsu/images/0/0a/Photokatsu_0493.jpg/revision/latest?cb=20160801111617,Summer Sparkle,Sexy Aura UP! (iii),
SR+,494,"""The Off time spent with Everyone"" Mizuki Kanzzaki+",https://vignette.wikia.nocookie.net/aikatsu/images/d/d8/Photokatsu_0494.jpg/revision/latest?cb=20160801112603,Double Moon Jewel,Sexy Aura UP! (iii),
SR,495,"""Hard British"" Yurika Tōdō",https://vignette.wikia.nocookie.net/aikatsu/images/6/6d/Photokatsu_0495.jpg/revision/latest?cb=20160811150214,Clock Circus,Cool Aura UP! (iii),
SR+,496,"""Dark Velvet Knight"" Yurika Tōdō+",https://vignette.wikia.nocookie.net/aikatsu/images/a/ae/Photokatsu_0496.jpg/revision/latest?cb=20160814071804,Clock Circus,Cool Aura UP! (iii),
PR,497,"""The Promise made with the Pierrot"" Kaede Ichinose",https://vignette.wikia.nocookie.net/aikatsu/images/f/f6/Photokatsu_0497.jpg/revision/latest?cb=20160811150330,Premium Trick Toy Box,Pop plus Appeal! (iv),
PR+,498,"""The Carnival in the Castle"" Kaede Ichinose+",https://vignette.wikia.nocookie.net/aikatsu/images/6/66/Photokatsu_0498.jpg/revision/latest?cb=20160811150420,Premium Trick Toy Box,Pop plus Appeal! (iv),
PR,499,"""The Summer Tea Party"" Hime Shiratori",https://vignette.wikia.nocookie.net/aikatsu/images/f/f2/Photokatsu_0499.jpeg/revision/latest?cb=20160811150138,Premium Star Heartful World,Cute Aura UP! (iv),
PR+,500,"""The Cute Fairy"" Hime Shiratori+",https://vignette.wikia.nocookie.net/aikatsu/images/e/e7/Photokatsu_0500.jpg/revision/latest?cb=20160811150114,Premium Star Heartful World,Cute Aura UP! (iv),
SR,501,"""Pink Step"" Yume Nijino",https://vignette.wikia.nocookie.net/aikatsu/images/c/c0/Photokatsu_0501.jpg/revision/latest?cb=20160822130925,Star Cute Charm,Cute Score UP! (iii),
SR+,502,"""Pink Island"" Yume Nijino+",https://vignette.wikia.nocookie.net/aikatsu/images/e/e4/Photokatsu_0502.jpg/revision/latest?cb=20160822131225,Star Cute Charm,Cute Score UP! (iii),
R,503,"""From this moment on, more Aikatsu!"" Yume Nijino",https://vignette.wikia.nocookie.net/aikatsu/images/9/94/Photokatsu_0503.jpg/revision/latest?cb=20160810072034,Star Cute Charm,Heartful Time (ii),
SR+,504,"""The Ice in the Cone"" Yume Nijino+",https://vignette.wikia.nocookie.net/aikatsu/images/4/4c/Photokatsu_0504.jpg/revision/latest?cb=20160810080231,Star Cute Charm,Heartful Time (ii),
R,505,"""Careful of getting Sunburnt!"" Koharu Nanakura",https://vignette.wikia.nocookie.net/aikatsu/images/3/3e/Photokatsu_0505.jpg/revision/latest?cb=20160820053045,Star Sexy Charm,Sexy Aura UP! (ii),
R+,506,"""The Pounding Barrette"" Koharu Nanakura+",https://vignette.wikia.nocookie.net/aikatsu/images/3/35/Photokatsu_0506.jpg/revision/latest?cb=20160820150852,Star Sexy Charm,Sexy Aura UP! (ii),
SR,507,"""Blue Step"" Laura Sakuraba",https://vignette.wikia.nocookie.net/aikatsu/images/c/c3/Photokatsu_0507.jpg/revision/latest?cb=20160820052952,Star Cool Charm,Cool Aura UP! (iii),
SR+,508,"""Sky Island"" Laura Sakuraba+",https://vignette.wikia.nocookie.net/aikatsu/images/8/81/Photokatsu_0508.jpg/revision/latest?cb=20160820053012,Star Cool Charm,Cool Aura UP! (iii),
SR,509,"""Melon Step"" Ako Saotome",https://vignette.wikia.nocookie.net/aikatsu/images/9/96/Photokatsu_0509.jpg/revision/latest?cb=20160822132233,Star Pop Charm,Pop Score UP! (iii),
SR+,510,"""A Bouquet Dress"" Ako Saotome+",https://vignette.wikia.nocookie.net/aikatsu/images/3/3d/Photokatsu_0510.jpg/revision/latest?cb=20160822132320,Star Smiley Splash,Pop Score UP! (iii),
SR,511,"""Lavender Step"" Mahiru Kasumi",https://vignette.wikia.nocookie.net/aikatsu/images/e/ea/Photokatsu_0511.jpg/revision/latest?cb=20160810072146,Star Sexy Charm,Sexy Score UP! (iii),
SR+,512,"""China Heroine"" Mahiru Kasumi+",https://vignette.wikia.nocookie.net/aikatsu/images/9/93/Photokatsu_0512.jpg/revision/latest?cb=20160821150606,Star Kissing Jewel,Sexy Score UP! (iii),
PR,513,"""The Legendary Idol"" Hime",https://vignette.wikia.nocookie.net/aikatsu/images/b/b4/Photokatsu_0513.jpg/revision/latest?cb=20160821152500,Sexy Flash,Aura plus Appeal! (iv),
PR+,514,"""Connecting the Radiance"" Hime+",https://vignette.wikia.nocookie.net/aikatsu/images/7/7e/Photokatsu_0514.png/revision/latest?cb=20160821154841,Sexy Flash,Aura plus Appeal! (iv),
PR,515,"""The Legendary Idol"" Miya",https://vignette.wikia.nocookie.net/aikatsu/images/8/8a/Photokatsu_0515.jpg/revision/latest?cb=20160821153251,Sexy Flash,Sexy Score UP! (iv),
PR+,516,"""Origin of the Radiance"" Miya+",https://vignette.wikia.nocookie.net/aikatsu/images/9/9d/Photokatsu_0516.png/revision/latest?cb=20160821154853,Sexy Flash,Sexy Score UP! (iv),
SR,517,"""Moon Beauty Class"" Yozora Kasumi",https://vignette.wikia.nocookie.net/aikatsu/images/2/20/Photokatsu_0517.jpg/revision/latest?cb=20160822130401,Star Sexy Charm,Sexy Aura UP! (iii),
SR+,518,"""Japan Heroine"" Yozora Kasumi+",https://vignette.wikia.nocookie.net/aikatsu/images/1/14/Photokatsu_0518.jpg/revision/latest?cb=20160822130215,Star Kissing Jewel,Sexy Aura UP! (iii),
SR,519,"""Bird Theatre Class"" Tsubasa Kisaragi",https://vignette.wikia.nocookie.net/aikatsu/images/4/42/Photokatsu_0519.jpg/revision/latest?cb=20160822114341,Star Cool Charm,Very Good Combo!,
SR+,520,"""Race Supporter"" Tsubasa Kisaragi+",https://vignette.wikia.nocookie.net/aikatsu/images/6/60/Photokatsu_0520.jpg/revision/latest?cb=20160822114422,Star Unchain Chord,Very Good Combo!,
SR,521,"""Wind Dance Class"" Yuzu Nikaidō",https://vignette.wikia.nocookie.net/aikatsu/images/5/54/Photokatsu_0521.jpg/revision/latest?cb=20160823104312,Star Pop Charm,Very Good plus Appeal! (iii),
SR+,522,"""The Postponed Vacance"" Yuzu Nikaidō+",https://vignette.wikia.nocookie.net/aikatsu/images/8/8b/Photokatsu_0522.jpg/revision/latest?cb=20160822114105,Star Smiley Splash,Very Good plus Appeal! (iii),
R,523,"""The Admired Uniform"" Laura Sakuraba",https://vignette.wikia.nocookie.net/aikatsu/images/0/0c/Photokatsu_0523.png/revision/latest?cb=20160822072445,Star Cool Charm,Cool Aura UP! (ii),
R+,524,"""The Cold Water Gun"" Laura Sakuraba+",https://vignette.wikia.nocookie.net/aikatsu/images/3/37/Photokatsu_0524.jpg/revision/latest?cb=20160823104050,Star Cool Charm,Cool Aura UP! (ii),
R,525,"""An Idol's Must Need"" Mahiru Kasumi",https://vignette.wikia.nocookie.net/aikatsu/images/1/13/Photokatsu_0525.jpg/revision/latest?cb=20160822112931,Star Sexy Charm,Sexy Score UP! (ii),
R+,526,"""Tropical Juice"" Mahiru Kasumi+",https://vignette.wikia.nocookie.net/aikatsu/images/4/48/Photokatsu_0526.jpg/revision/latest?cb=20160822130247,Star Sexy Charm,Sexy Score UP! (ii),
SR,527,"""The Brave Charmont"" Seira Otoshiro",https://vignette.wikia.nocookie.net/aikatsu/images/2/21/Photokatsu_0527.jpg/revision/latest?cb=20160901013514,Passion Beat,Cool Score UP! (iii),
SR+,528,"""Memories of being in a Unit"" Seira Otoshiro+",https://vignette.wikia.nocookie.net/aikatsu/images/7/70/Photokatsu_0528.jpg/revision/latest?cb=20160831103701,Passion Beat,Cool Score UP! (iii),
SR,529,"""Sky Dress"" Akari Ōzora",https://vignette.wikia.nocookie.net/aikatsu/images/4/40/Photokatsu_0529.jpg/revision/latest?cb=20160901044145,Dreaming Heart,Very Good plus Appeal!,
SR+,530,"""Sky Ski-Skip"" Akari Ōzora+",https://vignette.wikia.nocookie.net/aikatsu/images/9/9d/Photokatsu_530.jpg/revision/latest?cb=20160901044219,Dreaming Heart,Very Good plus Appeal!,
PR,531,"""The Ice Bliss Diva"" Sumire Hikami",https://vignette.wikia.nocookie.net/aikatsu/images/f/f4/Photokatsu_0531.jpg/revision/latest?cb=20160901034304,Premium Electro Groove,Cool Aura UP! (iv),
PR+,532,"""The Diva's Smile"" Sumire Hikami+",https://vignette.wikia.nocookie.net/aikatsu/images/9/96/Photokatsu_0532.jpg/revision/latest?cb=20160901034331,Premium Electro Groove,Cool Aura UP! (iv),
R,533,"""The Unit's Growth"" Miyabi Fujiwara",https://vignette.wikia.nocookie.net/aikatsu/images/e/eb/Photokatsu_0533.jpg/revision/latest?cb=20160913155700,Sexy Flash,Sexy plus Appeal! (ii),
R+,534,"""Casual Clothing during Offtime"" Miyabi Fujiwara+",https://vignette.wikia.nocookie.net/aikatsu/images/8/88/Photokatsu_0534.jpg/revision/latest?cb=20160913155736,Sexy Flash,Sexy plus Appeal! (ii),
SR,535,"""Lovely Dress"" Madoka Amahane",https://vignette.wikia.nocookie.net/aikatsu/images/9/9d/Photokatsu_0535.jpg/revision/latest?cb=20160910045247,Dreaming Heart,Cute Aura UP! (iii),
SR+,536,"""Love Ski-Skip"" Madoka Amahane+",https://vignette.wikia.nocookie.net/aikatsu/images/4/4e/Photokatsu_0536.jpg/revision/latest?cb=20160910045346,Dreaming Heart,Cute Aura UP! (iii),
R,537,"""Obsession with Music"" Kokone Kurisu",https://vignette.wikia.nocookie.net/aikatsu/images/c/ca/Photokatsu_0537.jpg/revision/latest?cb=20160901013547,Pop Flash,Pop Score UP! (ii),
R+,538,"""Be Sporty during Offtime"" Kokone Kurisu+",https://vignette.wikia.nocookie.net/aikatsu/images/a/a4/Photokatsu_0538.jpg/revision/latest?cb=20160901013801,Pop Flash,Pop Score UP! (ii),
SR,539,"""The Lively Coord"" Michelle Tachibana",https://vignette.wikia.nocookie.net/aikatsu/images/a/a0/Photokatsu_0539.jpg/revision/latest?cb=20160901013830,Trick Toy Box,All Aura UP! (iii),
SR+,540,"""Balloon Ribbon"" Michelle Tachibana+",https://vignette.wikia.nocookie.net/aikatsu/images/d/d2/Photokatsu_0540.jpg/revision/latest?cb=20160904044438,Trick Toy Box,All Aura UP! (iii),
PR,541,"""The Queen's Style"" Mizuki Kanzaki",https://vignette.wikia.nocookie.net/aikatsu/images/b/be/Photokatsu_0541.jpg/revision/latest?cb=20160912110520,Premium Double Moon Jewel,Aura plus Appeal! (iv),
PR+,542,"""Brilliance of the Queen"" Mizuki Kanzaki+",https://vignette.wikia.nocookie.net/aikatsu/images/b/bd/Photokatsu_0542.jpg/revision/latest?cb=20160912110506,Premium Double Moon Jewel,Aura plus Appeal! (iv),
SR,543,"""The Witch and the Magic Mirror"" Ichigo Hoshimiya",https://vignette.wikia.nocookie.net/aikatsu/images/7/72/Photokatsu_0543.jpg/revision/latest?cb=20160909103902,Angel Arrow,All Aura UP! (iii),
SR+,544,"""If it's a dress then definitely"" Ichigo Hoshimiya+",https://vignette.wikia.nocookie.net/aikatsu/images/6/6d/Photokatsu_0544.jpg/revision/latest?cb=20160909141714,Angel Arrow,All Aura UP! (iii),
PR,545,"""Beat Star Bolt"" Rin Kurosawa",https://vignette.wikia.nocookie.net/aikatsu/images/9/95/Photokatsu_0545.png/revision/latest?cb=20160909114343,Premium Electro Groove,Aura plus Appeal! (iv),
PR+,546,"""Voice of the Dancing Lightning"" Rin Kurosawa",https://vignette.wikia.nocookie.net/aikatsu/images/b/b5/Photokatsu_0546.png/revision/latest?cb=20160929084902,Premium Electro Groove,Aura plus Appeal! (iv),
SR,547,"""Tight and Cute"" Asami Himuro",https://vignette.wikia.nocookie.net/aikatsu/images/d/da/Photokatsu_0547.jpg/revision/latest?cb=20160913155442,Clock Circus,Very Good plus Appeal! (iii),
SR+,548,"""Our Unit"" Asami Himuro",https://vignette.wikia.nocookie.net/aikatsu/images/4/43/Photokatsu_0548.jpg/revision/latest?cb=20160913155532,Clock Circus,Very Good plus Appeal! (iii),
SR,549,"""Depart to the Universe!"" Shion Kamiya",https://vignette.wikia.nocookie.net/aikatsu/images/c/c2/Photokatsu_0549.jpg/revision/latest?cb=20160910071453,Cosmo Showtime,Cool Score UP! (iii),
SR+,550,"""The UFO Skirt"" Shion Kamiya+",https://vignette.wikia.nocookie.net/aikatsu/images/8/83/Photokatsu_0550.jpg/revision/latest?cb=20160930172820,Cosmo Showtime,Cool Score UP! (iii),
SR,551,"""Romantic Elegant"" Ran Shibuki",https://vignette.wikia.nocookie.net/aikatsu/images/9/9e/Photokatsu_0551.jpg/revision/latest?cb=20160914122321,Butterfly Flip,Aura plus Appeal! (iii),
SR+,552,"""It's because we are Rivals"" Ran Shibuki+",https://vignette.wikia.nocookie.net/aikatsu/images/a/ad/Photokatsu_0552.jpg/revision/latest?cb=20170209024502,Butterfly Flip,Aura plus Appeal! (iii),
R,553,"""Two makes One Unit"" Sakura Kitaōji",https://vignette.wikia.nocookie.net/aikatsu/images/3/3c/Photokatsu_0553.jpg/revision/latest?cb=20160914060323,Cute Flash,Cute Score UP! (ii),
R+,554,"""Pastel Girly"" Sakura Kitaōji+",https://vignette.wikia.nocookie.net/aikatsu/images/9/98/Photokatsu_0554.jpg/revision/latest?cb=20160914060354,Cute Flash,Cute Score UP! (ii),
R,555,"""The Impact of Units"" Shion Kamiya",https://vignette.wikia.nocookie.net/aikatsu/images/1/18/Photokatsu_0555.png/revision/latest?cb=20160914210810,Cool Flash,Cool Score UP! (ii),
R+,556,"""Outing with Sakura"" Shion Kamiya+",https://vignette.wikia.nocookie.net/aikatsu/images/0/04/Photokatsu_0556.jpg/revision/latest?cb=20160922055806,Cool Flash,Cool Score UP! (ii),
SR,557,"""Purple Elegant"" Hikari Minowa",https://vignette.wikia.nocookie.net/aikatsu/images/c/c8/Photokatsu_0557.jpg/revision/latest?cb=20160918052849,Butterfly Flip,Sexy Aura UP! (iii),
SR+,558,"""Shining Swallowtail"" Hikari Minowa+",https://vignette.wikia.nocookie.net/aikatsu/images/8/8f/Photokatsu_0558.jpg/revision/latest?cb=20160918052830,Butterfly Flip,Sexy Aura UP! (iii),
PR,559,"""Stylish Thief Once Again!"" Ran Shibuki",https://vignette.wikia.nocookie.net/aikatsu/images/c/c8/Photokatsu_0559.jpg/revision/latest?cb=20160922075036,Premium Butterfly Flip,Sexy plus Appeal! (iv),
SR+,560,"""Thrilling Tonight"" Ran Shibuki+",https://vignette.wikia.nocookie.net/aikatsu/images/7/7c/Photokatsu_0560.jpg/revision/latest?cb=20160922075140,Premium Butterfly Flip,Sexy plus Appeal! (iv),
SR,561,"""Treasure the Training"" Yurika Tōdō",https://vignette.wikia.nocookie.net/aikatsu/images/f/f2/Photokatsu_0561.jpg/revision/latest?cb=20160924060227,Butterfly Flip,All Aura UP! (iii),
SR+,562,"""That Treasure is Mine!"" Yurika Tōdō+",https://vignette.wikia.nocookie.net/aikatsu/images/d/de/Photokatsu_0562.jpg/revision/latest?cb=20160924060331,Clock Circus,All Aura UP! (iii),
SR,563,"""Our Likeliness"" Sora Kazesawa",https://vignette.wikia.nocookie.net/aikatsu/images/8/87/Photokatsu_0563.jpg/revision/latest?cb=20161001154921,Butterfly Flip,Sexy Score UP! (iii),
SR+,564,"""Ethnic Phantom"" Sora Kazesawa+",https://vignette.wikia.nocookie.net/aikatsu/images/8/8b/Photokatsu_0564.png/revision/latest?cb=20160929085209,Sky Oasis,Sexy Score UP! (iii),
SR,565,"""New・Stylish Thief"" Otome Arisugawa",https://vignette.wikia.nocookie.net/aikatsu/images/2/26/Photokatsu_0565.jpg/revision/latest?cb=20160929142739,Butterfly Flip,Aura plus Appeal! (iii),
SR+,566,"""Rainbow-colored Phantom"" Otome Arisugawa+",https://vignette.wikia.nocookie.net/aikatsu/images/d/d7/Photokatdu_0566.png/revision/latest?cb=20160929150120,Candy Rainbow,Aura plus Appeal! (iii),
SR,567,"""New・Swallowtail"" Ichigo Hoshimiya",https://vignette.wikia.nocookie.net/aikatsu/images/7/77/Photokatsu_0567.jpg/revision/latest?cb=20160922042024,Butterfly Flip,Very Good Combo!,
SR+,568,"""Mother and Child Stylish Thief"" Ichigo Hoshimiya+",https://vignette.wikia.nocookie.net/aikatsu/images/b/b0/Photokatsu_0568.jpg/revision/latest?cb=20160922042210,Angel Arrow,Very Good Combo!,
R,569,"""The Surprise from Me"" Mizuki Kanzaki",https://vignette.wikia.nocookie.net/aikatsu/images/f/fc/Photokatsu_0569.jpg/revision/latest?cb=20160929142507,Sexy Flash,Good plus Appeal!,
R+,570,"""This is my card..."" Mizuki Kanzaki+",https://vignette.wikia.nocookie.net/aikatsu/images/8/8c/Photokatsu_0570.jpg/revision/latest?cb=20160930191108,Sexy Flash,Good plus Appeal!,
R,571,"""You won't run away this time either!"" Shion Kamiya",https://vignette.wikia.nocookie.net/aikatsu/images/8/84/Photokatsu_0571.png/revision/latest?cb=20160929085929,Cool Flash,Cool Score UP! (ii),
R+,572,"""Rookie Officer of the 7 Star Police Station"" Shion Kamiya+",https://vignette.wikia.nocookie.net/aikatsu/images/b/b9/Photokatsu_0572.jpg/revision/latest?cb=20160929085941,Cool Flash,Cool Score UP! (ii),
PR,573,"""Tonight's Leading Role belongs to Me"" Yurika Tōdō",https://vignette.wikia.nocookie.net/aikatsu/images/7/73/Photokatsu_0573.png/revision/latest?cb=20160930090354,Premium Clock Circus,Cool Aura UP! (iv),
PR+,574,"""The Vampire Witch"" Yurika Tōdō",https://vignette.wikia.nocookie.net/aikatsu/images/6/6b/Photokatsu_0574.png/revision/latest?cb=20160930102132,Premium Clock Circus,Cool Aura UP! (iv),
SR,575,"""I'm Feeling Fantasy"" Hinaki Shinjō",https://vignette.wikia.nocookie.net/aikatsu/images/5/5f/Photokatsu_0575.jpg/revision/latest?cb=20161001154941,Happy Halloween,Aura plus Appeal! (iii),
SR+,576,"""Devil Tulle"" Hinaki Shinjō+",https://vignette.wikia.nocookie.net/aikatsu/images/3/38/Photokatsu_0576.jpg/revision/latest?cb=20161007001231,Cheerful Kiss,Aura plus Appeal! (iii),
SR,577,"""I am the Captain!"" Mikuru Natsuki",https://vignette.wikia.nocookie.net/aikatsu/images/b/b4/Photokatsu_0577.png/revision/latest?cb=20160930080753,Happy Halloween,Pop Score UP! (iii),
SR+,578,"""Devil Paint"" Mikuru Natsuki+",https://vignette.wikia.nocookie.net/aikatsu/images/c/c7/Photokatsu_0578.png/revision/latest?cb=20161001010803,Cheerful Kiss,Pop Score UP! (iii),
SR,579,"""The Witch with a Red Ribbon"" Ichigo Hoshimiya",https://vignette.wikia.nocookie.net/aikatsu/images/3/33/Photokatsu_0579.png/revision/latest?cb=20170714085159,Happy Halloween,Cute plus Appeal! (iii),
SR+,580,"""Hearty Eyes"" Ichigo Hoshimiya+",https://vignette.wikia.nocookie.net/aikatsu/images/c/c7/Photokatsu_0580.jpg/revision/latest?cb=20161008035937,Angel Arrow,Cute plus Appeal! (iii),
R,581,"""Rare Sweets?"" Akari Ōzora",https://vignette.wikia.nocookie.net/aikatsu/images/1/13/Photokatsu_0581.jpg/revision/latest?cb=20161007152337,Cute Flash,Good Combo!,
R+,582,"""Pink "" Akari Ōzora+",https://vignette.wikia.nocookie.net/aikatsu/images/d/db/Photokatsu_0582.jpg/revision/latest?cb=20161008040336,Cute Flash,Good Combo!,
SR,583,"""Austere as Usual!"" Ran Shibuki",https://vignette.wikia.nocookie.net/aikatsu/images/7/70/Photokatsu_0583.jpg/revision/latest?cb=20170212145208,Happy Halloween,All Score UP! (iii),
SR+,584,"""Night Witch Ebipon"" Ran Shibuki+",https://vignette.wikia.nocookie.net/aikatsu/images/1/11/Photokatsu_0584.jpg/revision/latest?cb=20160930142538,Butterfly Flip,All Score UP! (iii),
R,585,"""The Goddess' Trick"" Sumire Hikami",https://vignette.wikia.nocookie.net/aikatsu/images/b/b2/Photokatsu_0585.jpg/revision/latest?cb=20160930110026,Cool Flash,Cool Change (ii),
R+,586,"""Purple "" Sumire Hikami+",https://vignette.wikia.nocookie.net/aikatsu/images/e/e9/Photokatsu_0586.jpg/revision/latest?cb=20160930141322,Cool Flash,Cool Change (ii),
PR,587,"""Halloween Kitty"" Seira Otoshiro",https://vignette.wikia.nocookie.net/aikatsu/images/c/cc/Photokatsu_0587.jpg/revision/latest?cb=20161007130202,Premium Passion Beat,Cool Aura UP! (iv),
PR+,588,"""Cemetery Rock"" Seira Otoshiro+",https://vignette.wikia.nocookie.net/aikatsu/images/1/18/Photokatsu_0588.jpg/revision/latest?cb=20161007150504,Premium Passion Beat,Cool Aura UP! (iv),
SR,589,"""The Original Little Devil"" Yū Hattori",https://vignette.wikia.nocookie.net/aikatsu/images/5/56/Photokatsu_0589.png/revision/latest?cb=20161017111810,Happy Halloween,Very Good plus Appeal!,
SR+,590,"""Rockin' Pumpkin"" Yū Hattori+",https://vignette.wikia.nocookie.net/aikatsu/images/b/b7/Photokatsu_0590.jpg/revision/latest?cb=20161010134607,Passion Beat,Very Good plus Appeal!,
SR,591,"""Honey Honey Bee"" Nina Dōjima",https://vignette.wikia.nocookie.net/aikatsu/images/a/ad/Photokatsu_0591.jpg/revision/latest?cb=20161007152433,Happy Halloween,Pop Score UP! (iii),
SR+,592,"""The Candy Girl will give you!"" Nina Dōjima+",https://vignette.wikia.nocookie.net/aikatsu/images/f/f6/Photokatsu_0592.jpg/revision/latest?cb=20161011200443,Munching Monster,Pop Score UP! (iii),
PR,593,"""Sailor Dreaming"" Madoka Amahane",https://vignette.wikia.nocookie.net/aikatsu/images/e/ed/Photokatsu_0593.jpg/revision/latest?cb=20161010134657,Premium Angel Arrow,All Score UP! (iv),
PR+,594,"""Sweet Pastel"" Madoka Amahane+",https://vignette.wikia.nocookie.net/aikatsu/images/6/64/Photokatsu_594.png/revision/latest?cb=20161106085838,Premium Angel Arrow,All Score UP! (iv),
SR,595,"""Neon Laser Beam"" Rin Kurosawa",https://vignette.wikia.nocookie.net/aikatsu/images/8/8b/Photokatsu_0595.jpg/revision/latest?cb=20161008063701,Electro Groove,Cool Aura UP! (iii),
SR+,596,"""Cosmo's Neon Shooting Star"" Rin Kurosawa+",https://vignette.wikia.nocookie.net/aikatsu/images/6/6c/Photokatsu_0596.jpg/revision/latest?cb=20161008063754,Electro Groove,Cool Aura UP! (iii),
PR,597,"""Comfortable Tea Time"" Hime Shiratori",https://vignette.wikia.nocookie.net/aikatsu/images/8/86/Photokatsu_0597.jpg/revision/latest?cb=20161007151417,Premium Star Heartful World,Aura plus Appeal! (iv),
PR+,598,"""Everyone's Admired"" Hime Shiratori+",https://vignette.wikia.nocookie.net/aikatsu/images/5/5b/Photokatsu_0598.jpg/revision/latest?cb=20161007151515,Premium Star Heartful World,Aura plus Appeal! (iv),
SR,599,"""First Step!"" Yume Nijino",https://vignette.wikia.nocookie.net/aikatsu/images/3/35/Photokatsu_0599.jpg/revision/latest?cb=20161010060647,Star Cute Charm,Cute Aura UP! (iii),
SR+,600,"""Let's Picnic"" Yume Nijino+",https://vignette.wikia.nocookie.net/aikatsu/images/5/59/Photokatsu_0600.jpg/revision/latest?cb=20161020014315,Star Heartful World,Cute Aura UP! (iii),
SR,601,"""Tip-toeing a little bit"" Koharu Nanakura",https://vignette.wikia.nocookie.net/aikatsu/images/9/97/Photokatsu_0601.jpg/revision/latest?cb=20161007125740,Star Sexy Charm,Very Good Combo!,
SR+,602,"""Cute Sinbad"" Koharu Nanakura+",https://vignette.wikia.nocookie.net/aikatsu/images/9/98/Photokatsu_602.jpg/revision/latest?cb=20161008125637,Star Kissing Jewel,Very Good Combo!,
SR,603,"""Drifting Arabian"" Mahiru Kasumi",https://vignette.wikia.nocookie.net/aikatsu/images/e/e6/Photokatsu_0605.jpg/revision/latest?cb=20161013012740,Star Sexy Charm,Sexy Score UP! (iii),
SR+,604,"""Radiance of the Ruby"" Mahiru Kasumi",https://vignette.wikia.nocookie.net/aikatsu/images/8/8c/Photokatsu_0604.jpg/revision/latest?cb=20161102005929,Star Kissing Jewel,Sexy Score UP! (iii),
SR,605,"""The Secret of Smiles"" Ako Saotome",https://vignette.wikia.nocookie.net/aikatsu/images/c/c0/Photokatsu_0603.jpg/revision/latest?cb=20161009021140,Star Pop Charm,Pop Aura UP! (iii),
SR+,606,"""The Custard I Love"" Ako Saotome+",https://vignette.wikia.nocookie.net/aikatsu/images/7/7f/Photokatsu_0606.png/revision/latest?cb=20161017111302,Star Smiley Splash,Pop Aura UP! (iii),
R,607,Hime Shiratori,https://vignette.wikia.nocookie.net/aikatsu/images/c/ce/Photokatsu_0607.png/revision/latest?cb=20161007205505,Star Cute Charm,Cute plus Appeal! (ii),
R+,608,Hime Shiratori+,https://vignette.wikia.nocookie.net/aikatsu/images/d/de/Photokatsu_0608.jpg/revision/latest?cb=20161008185101,Star Cute Charm,Cute plus Appeal! (ii),
R,609,Tsubasa Kisaragi,https://vignette.wikia.nocookie.net/aikatsu/images/c/c6/Photokatsu_0609.jpg/revision/latest?cb=20180723120840,Star Cool Charm,Cool Score UP! (ii),
R+,610,Tsubasa Kisaragi+,https://vignette.wikia.nocookie.net/aikatsu/images/e/e8/Photokatsu_0610.jpg/revision/latest?cb=20161010134828,Star Cool Charm,Cool Score UP! (ii),
R,611,Yozora Kasumi,https://vignette.wikia.nocookie.net/aikatsu/images/c/cb/Photokatsu_0611.png/revision/latest?cb=20161007205524,Star Sexy Charm,Sexy Aura UP! (ii),
R+,612,Yozora Kasumi+,https://vignette.wikia.nocookie.net/aikatsu/images/2/25/Photokatsu_0612.jpg/revision/latest?cb=20161030152201,Star Sexy Charm,Sexy Aura UP! (ii),
R,613,Yuzu Nikaidō,https://vignette.wikia.nocookie.net/aikatsu/images/b/b6/Photokatsu_0613.png/revision/latest?cb=20161028130651,Star Pop Charm,Aura plus Appeal! (ii),
